customer_name,customer_key,custome_number,Age,Age_group,cx_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,AOV,AMS
Eric Kumar,8683,AW00019682,47,40 - 49,Regular,2013-03-14,149,1,1155,2,2,149,1155,7.75167785234899
Eric Lal,12579,AW00023578,43,40 - 49,Regular,2013-03-16,149,1,37,3,3,149,37,0.248322147651007
Eric Li,7361,AW00018360,40,40 - 49,Regular,2013-09-29,143,1,1751,2,2,143,1751,12.2447552447552
Eric Long,12861,AW00023860,52,50 and Above,Regular,2013-11-05,141,1,549,2,2,141,549,3.8936170212766
Eric Lopez,5228,AW00016227,66,50 and Above,Regular,2013-01-30,151,1,81,3,3,151,81,0.536423841059603
Eric Parker,16131,AW00027130,51,50 and Above,Regular,2013-10-26,142,1,540,1,1,142,540,3.80281690140845
Eric Patterson,16385,AW00027384,82,50 and Above,Regular,2013-06-06,146,1,79,2,2,146,79,0.541095890410959
Eric Perez,13809,AW00024808,50,50 and Above,Regular,2013-04-07,148,1,2407,4,4,148,2407,16.2635135135135
Eric Perry,7315,AW00018314,39,30 - 39,Regular,2013-07-03,145,3,115,6,6,149,38,0.771812080536913
Eric Phillips,8713,AW00019712,59,50 and Above,Regular,2013-06-19,146,1,120,2,2,146,120,0.821917808219178
Eric Powell,10402,AW00021401,41,40 - 49,Regular,2013-10-13,142,1,1174,2,2,142,1174,8.26760563380282
Eric Roberts,13927,AW00024926,66,50 and Above,Regular,2013-12-24,140,1,65,3,3,140,65,0.464285714285714
Eric Ross,18245,AW00029244,57,50 and Above,Regular,2014-01-06,139,1,31,3,3,139,31,0.223021582733813
Eric Rothenberg,9669,AW00020668,51,50 and Above,Regular,2013-04-27,148,1,1751,2,2,148,1751,11.8310810810811
Eric Russell,8138,AW00019137,48,40 - 49,Regular,2013-12-12,140,1,1736,2,2,140,1736,12.4
Eric Scott,17249,AW00028248,57,50 and Above,Regular,2013-02-21,150,1,5,1,1,150,5,0.0333333333333333
Eric Shan,15772,AW00026771,60,50 and Above,Regular,2013-03-15,149,1,70,1,1,149,70,0.469798657718121
Eric Sharma,8810,AW00019809,48,40 - 49,Regular,2013-04-22,148,1,70,1,1,148,70,0.472972972972973
Eric Simmons,3644,AW00014643,53,50 and Above,Regular,2013-08-20,144,2,1612,5,5,170,806,9.48235294117647
Eric Turner,8429,AW00019428,44,40 - 49,Regular,2013-01-09,151,2,1878,4,4,169,939,11.112426035503
Eric Wang,3410,AW00014409,64,50 and Above,Regular,2013-07-01,145,1,86,2,2,145,86,0.593103448275862
Eric Washington,4160,AW00015159,78,50 and Above,Regular,2013-11-17,141,1,7,2,2,141,7,0.049645390070922
Eric Wright,3508,AW00014507,79,50 and Above,Regular,2013-02-12,150,1,40,2,2,150,40,0.266666666666667
Eric Yang,15841,AW00026840,49,40 - 49,Regular,2013-10-20,142,1,34,2,2,142,34,0.23943661971831
Eric Young,18237,AW00029236,57,50 and Above,Regular,2013-08-26,144,2,4329,3,3,169,2164,25.6153846153846
Eric Zhang,10411,AW00021410,41,40 - 49,Regular,2013-11-14,141,1,1155,2,2,141,1155,8.19148936170213
Erica Cai,11817,AW00022816,74,50 and Above,Regular,2013-12-13,140,1,2341,5,5,140,2341,16.7214285714286
Erica Chen,7309,AW00018308,58,50 and Above,VIP,2013-02-03,150,2,6037,5,5,170,3018,35.5117647058824
Erica Gao,8088,AW00019087,44,40 - 49,Regular,2013-02-06,150,2,47,5,5,151,23,0.311258278145695
Erica He,10844,AW00021843,73,50 and Above,Regular,2013-04-06,148,1,14,2,2,148,14,0.0945945945945946
Erica Hu,482,AW00011481,47,40 - 49,Regular,2013-04-21,148,3,4978,6,6,163,1659,30.5398773006135
Erica Huang,221,AW00011220,64,50 and Above,Regular,2013-12-13,140,2,50,4,4,149,25,0.335570469798658
Erica Liang,11324,AW00022323,48,40 - 49,Regular,2013-01-21,151,1,2443,1,1,151,2443,16.1788079470199
Erica Lin,5034,AW00016033,48,40 - 49,Regular,2013-12-27,140,3,3743,4,4,163,1247,22.9631901840491
Erica Liu,10565,AW00021564,48,40 - 49,Regular,2013-05-10,147,1,75,3,3,147,75,0.510204081632653
Erica Lu,16010,AW00027009,48,40 - 49,Regular,2013-10-04,142,1,575,2,2,142,575,4.04929577464789
Erica Sun,15136,AW00026135,53,50 and Above,Regular,2013-09-29,143,2,1967,5,5,161,983,12.2173913043478
Erica Wang,11169,AW00022168,71,50 and Above,Regular,2013-05-29,147,2,2997,4,4,160,1498,18.73125
Erica Wu,14453,AW00025452,47,40 - 49,Regular,2013-11-15,141,1,2384,1,1,141,2384,16.9078014184397
Erica Xu,9864,AW00020863,50,50 and Above,Regular,2013-08-23,144,2,3261,3,3,159,1630,20.5094339622642
Erica Yang,14679,AW00025678,45,40 - 49,Regular,2014-01-19,139,1,60,3,3,139,60,0.431654676258993
Erica Ye,2011,AW00013010,49,40 - 49,VIP,2013-10-12,142,3,5716,8,8,160,1905,35.725
Erica Zeng,15925,AW00026924,43,40 - 49,Regular,2013-12-21,140,2,1350,5,5,154,675,8.76623376623377
Erica Zhang,11747,AW00022746,74,50 and Above,Regular,2013-07-17,145,1,40,3,3,145,40,0.275862068965517
Erica Zhao,13964,AW00024963,73,50 and Above,Regular,2013-04-21,148,1,33,1,1,148,33,0.222972972972973
Erica Zheng,12644,AW00023643,45,40 - 49,Regular,2013-05-04,147,1,5,1,1,147,5,0.0340136054421769
Erica Zhou,8063,AW00019062,67,50 and Above,Regular,2013-07-26,145,1,80,5,5,145,80,0.551724137931034
Erica Zhu,14222,AW00025221,59,50 and Above,Regular,2013-08-01,144,2,2143,5,5,153,1071,14.0065359477124
Erick Arun,6803,AW00017802,55,50 and Above,Regular,2013-06-16,146,1,87,4,4,146,87,0.595890410958904
Erick Fernandez,4669,AW00015668,44,40 - 49,VIP,2013-12-22,140,2,5913,4,4,164,2956,36.0548780487805
Erick Garcia,14318,AW00025317,48,40 - 49,Regular,2013-07-19,145,1,89,3,3,145,89,0.613793103448276
Erick Gonzalez,15400,AW00026399,74,50 and Above,Regular,2013-02-27,150,1,2544,4,4,150,2544,16.96
Erick Kapoor,16817,AW00027816,41,40 - 49,Regular,2013-05-24,147,1,49,3,3,147,49,0.333333333333333
Erick Lopez,5568,AW00016567,50,50 and Above,VIP,2013-11-04,141,3,7159,5,5,157,2386,45.5987261146497
Erick Madan,3213,AW00014212,45,40 - 49,Regular,2013-06-08,146,2,82,4,4,147,41,0.557823129251701
Erick Malhotra,17406,AW00028405,55,50 and Above,Regular,2013-08-07,144,1,1155,2,2,144,1155,8.02083333333333
Erick Martinez,6971,AW00017970,66,50 and Above,Regular,2013-04-01,148,1,27,2,2,148,27,0.182432432432432
Erick Mehta,3124,AW00014123,40,40 - 49,Regular,2013-07-15,145,2,62,3,3,149,31,0.416107382550336
Erick Patel,8669,AW00019668,41,40 - 49,Regular,2013-12-18,140,1,120,2,2,140,120,0.857142857142857
Erick Perez,13926,AW00024925,71,50 and Above,Regular,2013-12-15,140,1,32,3,3,140,32,0.228571428571429
Erick Prasad,17787,AW00028786,57,50 and Above,Regular,2013-05-27,147,1,128,2,2,147,128,0.870748299319728
Erick Rana,8680,AW00019679,43,40 - 49,Regular,2013-03-10,149,1,1155,2,2,149,1155,7.75167785234899
Erick Rodriguez,16210,AW00027209,59,50 and Above,Regular,2013-07-30,145,1,14,2,2,145,14,0.096551724137931
Erick Sai,485,AW00011484,42,40 - 49,Regular,2013-03-30,149,3,4985,6,6,163,1661,30.5828220858896
Erick Sanchez,733,AW00011732,55,50 and Above,Regular,2013-08-15,144,2,174,5,5,146,87,1.19178082191781
Erick Sara,14449,AW00025448,46,40 - 49,Regular,2013-11-19,141,1,1174,2,2,141,1174,8.32624113475177
Erick Srini,6948,AW00017947,61,50 and Above,Regular,2013-09-09,143,2,3933,3,3,152,1966,25.875
Erick Subram,9459,AW00020458,45,40 - 49,Regular,2013-04-29,148,1,50,3,3,148,50,0.337837837837838
Erick Suri,5636,AW00016635,50,50 and Above,Regular,2014-01-21,139,2,161,8,8,148,80,1.08783783783784
Erick Vance,17743,AW00028742,47,40 - 49,Regular,2013-09-30,143,1,2428,3,3,143,2428,16.979020979021
Erik Alvarez,3312,AW00014311,43,40 - 49,Regular,2013-08-11,144,2,138,5,5,149,69,0.926174496644295
Erik Blanco,18094,AW00029093,67,50 and Above,Regular,2013-08-19,144,1,28,2,2,144,28,0.194444444444444
Erik Diaz,566,AW00011565,54,50 and Above,Regular,2013-09-08,143,1,35,1,1,143,35,0.244755244755245
Erik Dominguez,15038,AW00026037,47,40 - 49,Regular,2013-02-21,150,1,39,2,2,150,39,0.26
Erik Gill,18425,AW00029424,45,40 - 49,Regular,2013-06-24,146,1,34,2,2,146,34,0.232876712328767
Erik Gomez,18181,AW00029180,51,50 and Above,Regular,2013-04-28,148,1,2452,4,4,148,2452,16.5675675675676
Erik Gutierrez,8671,AW00019670,42,40 - 49,Regular,2013-03-13,149,1,1134,3,3,149,1134,7.61073825503356
Erik Hernandez,10999,AW00021998,61,50 and Above,Regular,2013-07-14,145,1,57,2,2,145,57,0.393103448275862
Erik Jimenez,10990,AW00021989,55,50 and Above,Regular,2013-03-26,149,1,35,1,1,149,35,0.23489932885906
Erik Martin,16177,AW00027176,49,40 - 49,Regular,2013-02-18,150,1,21,1,1,150,21,0.14
Erik Munoz,3716,AW00014715,44,40 - 49,Regular,2013-10-03,142,1,31,3,3,142,31,0.21830985915493
Erik Navarro,14056,AW00025055,62,50 and Above,Regular,2013-09-20,143,1,7,2,2,143,7,0.048951048951049
Erik Ortega,11482,AW00022481,48,40 - 49,Regular,2013-03-01,149,1,564,2,2,149,564,3.78523489932886
Erik Ramos,14313,AW00025312,48,40 - 49,Regular,2013-11-09,141,1,1198,3,3,141,1198,8.49645390070922
Erik Romero,18404,AW00029403,55,50 and Above,Regular,2013-04-03,148,2,3992,6,6,171,1996,23.3450292397661
Erik Rubio,4065,AW00015064,59,50 and Above,Regular,2013-08-27,144,2,2992,3,3,158,1496,18.9367088607595
Erik Ruiz,14614,AW00025613,51,50 and Above,Regular,2013-08-23,144,1,1250,2,2,144,1250,8.68055555555556
Erik Sanz,11465,AW00022464,51,50 and Above,Regular,2013-04-27,148,1,2443,1,1,148,2443,16.5067567567568
Erik Serrano,15977,AW00026976,41,40 - 49,Regular,2013-07-20,145,1,791,4,4,145,791,5.4551724137931
Erik Suarez,4195,AW00015194,48,40 - 49,Regular,2013-08-18,144,2,3174,6,6,163,1587,19.4723926380368
Erik Torres,3920,AW00014919,56,50 and Above,Regular,2013-04-30,148,1,7,2,2,148,7,0.0472972972972973
Erik Vazquez,13125,AW00024124,44,40 - 49,Regular,2013-12-29,140,1,60,2,2,140,60,0.428571428571429
Erika Alvarez,4616,AW00015615,41,40 - 49,Regular,2013-12-28,140,2,70,7,7,149,35,0.469798657718121
Erika Blanco,3670,AW00014669,49,40 - 49,Regular,2013-11-30,141,2,90,5,5,143,45,0.629370629370629
Erika Carlson,5445,AW00016444,56,50 and Above,Regular,2013-03-11,149,2,3271,4,4,161,1635,20.3167701863354
Erika Diaz,591,AW00011590,45,40 - 49,Regular,2013-05-23,147,2,4384,4,4,152,2192,28.8421052631579
Erika Dominguez,10252,AW00021251,40,40 - 49,Regular,2013-08-01,144,2,191,4,4,145,95,1.31724137931034
Erika Gill,7203,AW00018202,47,40 - 49,Regular,2013-11-16,141,2,4143,2,2,171,2071,24.2280701754386
Erika Gomez,442,AW00011441,73,50 and Above,Regular,2014-01-08,139,1,44,2,2,139,44,0.316546762589928
Erika Gutierrez,6228,AW00017227,45,40 - 49,Regular,2013-06-09,146,2,84,3,3,148,42,0.567567567567568
Erika Hernandez,5161,AW00016160,52,50 and Above,Regular,2013-06-18,146,2,2644,4,4,152,1322,17.3947368421053
Erika Munoz,4115,AW00015114,68,50 and Above,VIP,2013-07-22,145,3,6919,7,7,163,2306,42.4478527607362
Erika Navarro,477,AW00011476,45,40 - 49,Regular,2013-11-01,141,1,54,1,1,141,54,0.382978723404255
Erika Ortega,9879,AW00020878,46,40 - 49,Regular,2013-10-19,142,1,1155,2,2,142,1155,8.13380281690141
Erika Romero,8959,AW00019958,41,40 - 49,VIP,2013-06-28,146,2,6056,4,4,167,3028,36.2634730538922
Erika Rubio,453,AW00011452,46,40 - 49,VIP,2013-06-12,146,3,8183,5,5,169,2727,48.4201183431953
Erika Ruiz,8193,AW00019192,50,50 and Above,Regular,2013-09-21,143,2,1682,4,4,162,841,10.3827160493827
Erika Sanz,11671,AW00022670,53,50 and Above,Regular,2013-03-14,149,1,40,2,2,149,40,0.268456375838926
Erika Serrano,1395,AW00012394,43,40 - 49,VIP,2013-06-14,146,3,5636,5,5,158,1878,35.6708860759494
Erika Suarez,4121,AW00015120,44,40 - 49,VIP,2013-11-06,141,3,5217,8,8,154,1739,33.8766233766234
Erika Torres,15995,AW00026994,48,40 - 49,Regular,2013-01-05,151,1,1134,3,3,151,1134,7.50993377483444
Erika Vazquez,11975,AW00022974,83,50 and Above,Regular,2013-03-23,149,1,7,2,2,149,7,0.0469798657718121
Erin Bailey,14371,AW00025370,60,50 and Above,Regular,2013-04-20,148,1,1264,4,4,148,1264,8.54054054054054
Erin Bradley,2402,AW00013401,62,50 and Above,Regular,2013-11-21,141,2,4798,3,3,162,2399,29.6172839506173
Erin Brooks,4760,AW00015759,46,40 - 49,Regular,2013-03-21,149,1,90,3,3,149,90,0.604026845637584
Erin Cook,18281,AW00029280,58,50 and Above,Regular,2011-08-22,168,1,3578,1,1,168,3578,21.297619047619
Erin Cooper,15845,AW00026844,90,50 and Above,Regular,2014-01-16,139,1,13,2,2,139,13,0.0935251798561151
Erin Cox,15816,AW00026815,55,50 and Above,Regular,2012-08-01,156,1,2049,1,1,156,2049,13.1346153846154
Erin Gray,5506,AW00016505,40,40 - 49,Regular,2013-12-11,140,1,40,2,2,140,40,0.285714285714286
Erin Howard,7363,AW00018362,41,40 - 49,Regular,2013-11-30,141,1,1725,5,5,141,1725,12.2340425531915
Erin James,5238,AW00016237,63,50 and Above,Regular,2013-03-02,149,1,2515,4,4,149,2515,16.8791946308725
Erin Kelly,12514,AW00023513,68,50 and Above,Regular,2013-12-28,140,1,64,3,3,140,64,0.457142857142857
Erin Morgan,15068,AW00026067,64,50 and Above,Regular,2013-11-18,141,1,65,3,3,141,65,0.460992907801418
Erin Morris,1196,AW00012195,55,50 and Above,Regular,2013-07-27,145,2,124,5,5,147,62,0.843537414965986
Erin Murphy,16206,AW00027205,65,50 and Above,Regular,2012-10-23,154,1,2049,1,1,154,2049,13.3051948051948
Erin Peterson,4951,AW00015950,64,50 and Above,Regular,2013-10-09,142,1,7,2,2,142,7,0.0492957746478873
Erin Ramirez,8738,AW00019737,74,50 and Above,Regular,2013-07-25,145,1,622,3,3,145,622,4.28965517241379
Erin Reed,3354,AW00014353,45,40 - 49,Regular,2013-04-05,148,3,129,8,8,149,43,0.865771812080537
Erin Richardson,5332,AW00016331,43,40 - 49,Regular,2014-01-21,139,3,119,8,8,149,39,0.798657718120805
Erin Rivera,5857,AW00016856,57,50 and Above,Regular,2013-08-28,144,1,14,2,2,144,14,0.0972222222222222
Erin Rogers,1365,AW00012364,78,50 and Above,VIP,2013-03-31,149,2,5898,2,2,164,2949,35.9634146341463
Erin Sanchez,18255,AW00029254,64,50 and Above,Regular,2011-07-17,169,1,3578,1,1,169,3578,21.1715976331361
Erin Sanders,311,AW00011310,61,50 and Above,Regular,2013-12-24,140,2,77,4,4,144,38,0.534722222222222
Erin Stewart,7576,AW00018575,53,50 and Above,Regular,2013-10-15,142,1,79,2,2,142,79,0.556338028169014
Erin Torres,1183,AW00012182,59,50 and Above,Regular,2013-10-22,142,4,87,6,5,149,21,0.583892617449664
Erin Watson,11773,AW00022772,69,50 and Above,Regular,2013-03-23,149,1,5,1,1,149,5,0.0335570469798658
Ernest Chen,6854,AW00017853,47,40 - 49,Regular,2013-07-27,145,1,30,2,2,145,30,0.206896551724138
Ernest Gao,16829,AW00027828,42,40 - 49,Regular,2013-03-23,149,1,27,3,3,149,27,0.181208053691275
Ernest Guo,14718,AW00025717,42,40 - 49,Regular,2013-11-02,141,2,1274,3,3,169,637,7.53846153846154
Ernest Harrison,16034,AW00027033,52,50 and Above,Regular,2013-05-27,147,1,29,2,2,147,29,0.197278911564626
Ernest Hu,14389,AW00025388,50,50 and Above,Regular,2013-05-22,147,1,1250,2,2,147,1250,8.50340136054422
Ernest Huang,9581,AW00020580,62,50 and Above,Regular,2013-03-13,149,1,37,3,3,149,37,0.248322147651007
Ernest Li,12635,AW00023634,65,50 and Above,Regular,2013-08-13,144,1,4,1,1,144,4,0.0277777777777778
Ernest Liang,16123,AW00027122,50,50 and Above,Regular,2013-08-12,144,1,786,3,3,144,786,5.45833333333333
Ernest Lin,612,AW00011611,40,40 - 49,VIP,2013-06-29,146,2,5873,2,2,175,2936,33.56
Ernest Liu,2512,AW00013511,79,50 and Above,VIP,2013-12-16,140,2,6012,5,5,164,3006,36.6585365853659
Ernest Lu,3418,AW00014417,68,50 and Above,Regular,2013-06-16,146,2,1848,4,4,154,924,12
Ernest She,4511,AW00015510,48,40 - 49,Regular,2013-08-22,144,1,40,2,2,144,40,0.277777777777778
Ernest Sun,11869,AW00022868,40,40 - 49,Regular,2013-12-13,140,1,34,2,2,140,34,0.242857142857143
Ernest Wang,6039,AW00017038,61,50 and Above,Regular,2013-11-02,141,1,2442,3,3,141,2442,17.3191489361702
Ernest Wu,148,AW00011147,81,50 and Above,VIP,2013-10-16,142,3,8195,7,7,171,2731,47.9239766081871
Ernest Xu,3828,AW00014827,41,40 - 49,Regular,2013-12-11,140,2,4467,4,4,166,2233,26.9096385542169
Ernest Ye,11559,AW00022558,57,50 and Above,Regular,2013-05-26,147,1,5,1,1,147,5,0.0340136054421769
Ernest Zeng,1993,AW00012992,46,40 - 49,Regular,2013-08-08,144,3,158,9,7,149,52,1.06040268456376
Ernest Zhang,3613,AW00014612,51,50 and Above,Regular,2013-12-04,140,1,40,2,2,140,40,0.285714285714286
Ernest Zhao,7701,AW00018700,51,50 and Above,VIP,2013-02-03,150,2,5328,5,5,170,2664,31.3411764705882
Ernest Zhou,4793,AW00015792,49,40 - 49,Regular,2013-03-26,149,2,2645,3,3,152,1322,17.4013157894737
Ernest Zhu,9160,AW00020159,41,40 - 49,Regular,2013-02-07,150,2,4167,5,5,166,2083,25.1024096385542
Ethan Alexander,8665,AW00019664,46,40 - 49,Regular,2013-12-22,140,1,79,2,2,140,79,0.564285714285714
Ethan Anderson,2062,AW00013061,46,40 - 49,Regular,2013-09-06,143,1,46,2,2,143,46,0.321678321678322
Ethan Brown,6370,AW00017369,40,40 - 49,Regular,2013-02-11,150,1,7,2,2,150,7,0.0466666666666667
Ethan Bryant,2406,AW00013405,62,50 and Above,VIP,2013-07-24,145,4,10778,11,8,165,2694,65.3212121212121
Ethan Butler,6652,AW00017651,50,50 and Above,Regular,2013-11-25,141,3,4179,9,9,158,1393,26.4493670886076
Ethan Chen,9548,AW00020547,66,50 and Above,Regular,2013-09-04,143,1,57,2,2,143,57,0.398601398601399
Ethan Clark,15732,AW00026731,68,50 and Above,Regular,2012-07-30,157,1,2049,1,1,157,2049,13.0509554140127
Ethan Coleman,5694,AW00016693,54,50 and Above,VIP,2013-01-03,151,2,6060,5,5,174,3030,34.8275862068966
Ethan Davis,2661,AW00013660,78,50 and Above,Regular,2013-08-14,144,2,4750,6,6,147,2375,32.312925170068
Ethan Diaz,10399,AW00021398,39,30 - 39,Regular,2013-11-25,141,1,24,3,3,141,24,0.170212765957447
Ethan Flores,2438,AW00013437,51,50 and Above,Regular,2013-03-02,149,1,81,3,3,149,81,0.543624161073826
Ethan Foster,15056,AW00026055,49,40 - 49,VIP,2013-07-08,145,2,5784,2,2,166,2892,34.8433734939759
Ethan Garcia,3739,AW00014738,66,50 and Above,Regular,2013-08-31,144,2,1503,3,3,167,751,9
Ethan Gonzales,9697,AW00020696,56,50 and Above,Regular,2013-02-04,150,1,74,4,4,150,74,0.493333333333333
Ethan Griffin,12172,AW00023171,47,40 - 49,Regular,2013-05-07,147,1,124,4,4,147,124,0.843537414965986
Ethan Harris,14931,AW00025930,42,40 - 49,Regular,2013-06-05,146,1,30,2,2,146,30,0.205479452054795
Ethan Hayes,15499,AW00026498,71,50 and Above,Regular,2013-06-18,146,1,89,4,4,146,89,0.60958904109589
Ethan Henderson,5437,AW00016436,51,50 and Above,Regular,2013-07-02,145,2,4697,5,5,152,2348,30.9013157894737
Ethan Hughes,7851,AW00018850,59,50 and Above,Regular,2013-12-05,140,1,2376,4,4,140,2376,16.9714285714286
Ethan Jackson,12275,AW00023274,57,50 and Above,Regular,2013-02-27,150,1,50,3,3,150,50,0.333333333333333
Ethan Jai,4218,AW00015217,54,50 and Above,Regular,2013-11-26,141,2,41,4,4,150,20,0.273333333333333
Ethan Jenkins,16432,AW00027431,64,50 and Above,Regular,2012-11-25,153,1,2049,1,1,153,2049,13.3921568627451
Ethan Johnson,7548,AW00018547,42,40 - 49,Regular,2013-12-24,140,1,2352,3,3,140,2352,16.8
Ethan Jones,2052,AW00013051,65,50 and Above,VIP,2013-10-25,142,3,6831,8,8,160,2277,42.69375
Ethan Kumar,663,AW00011662,49,40 - 49,Regular,2013-07-06,145,2,100,4,4,147,50,0.680272108843537
Ethan Lal,1415,AW00012414,54,50 and Above,Regular,2013-08-31,144,2,157,3,3,147,78,1.06802721088435
Ethan Lee,11360,AW00022359,56,50 and Above,Regular,2013-05-03,147,1,7,2,2,147,7,0.0476190476190476
Ethan Lewis,16999,AW00027998,83,50 and Above,Regular,2013-09-10,143,1,144,3,3,143,144,1.00699300699301
Ethan Long,12835,AW00023834,48,40 - 49,Regular,2013-11-09,141,1,562,4,4,141,562,3.98581560283688
Ethan Martin,2999,AW00013998,71,50 and Above,Regular,2013-10-22,142,2,245,6,6,150,122,1.63333333333333
Ethan Martinez,9261,AW00020260,58,50 and Above,VIP,2013-06-30,146,2,5314,3,3,165,2657,32.2060606060606
Ethan Moore,2152,AW00013151,41,40 - 49,Regular,2013-12-04,140,1,92,4,4,140,92,0.657142857142857
Ethan Patterson,13830,AW00024829,55,50 and Above,Regular,2013-02-08,150,1,35,2,2,150,35,0.233333333333333
Ethan Perry,15089,AW00026088,47,40 - 49,Regular,2013-09-13,143,1,49,2,2,143,49,0.342657342657343
Ethan Powell,12812,AW00023811,56,50 and Above,Regular,2013-10-25,142,1,549,2,2,142,549,3.86619718309859
Ethan Robinson,7035,AW00018034,108,50 and Above,Regular,2013-05-21,147,1,64,3,3,147,64,0.435374149659864
Ethan Rodriguez,10696,AW00021695,53,50 and Above,Regular,2013-11-27,141,1,1169,4,4,141,1169,8.29078014184397
Ethan Ross,12885,AW00023884,51,50 and Above,Regular,2013-12-28,140,1,604,2,2,140,604,4.31428571428571
Ethan Russell,4523,AW00015522,49,40 - 49,Regular,2013-08-17,144,1,27,2,2,144,27,0.1875
Ethan Shan,1179,AW00012178,66,50 and Above,VIP,2013-03-02,149,2,5933,3,3,164,2966,36.1768292682927
Ethan Sharma,9093,AW00020092,66,50 and Above,Regular,2013-05-26,147,1,1149,3,3,147,1149,7.81632653061224
Ethan Simmons,2211,AW00013210,75,50 and Above,Regular,2013-11-10,141,2,4502,2,2,164,2251,27.4512195121951
Ethan Smith,3531,AW00014530,57,50 and Above,Regular,2013-11-14,141,2,73,5,5,149,36,0.48993288590604
Ethan Taylor,11556,AW00022555,61,50 and Above,Regular,2013-09-15,143,1,143,3,3,143,143,1
Ethan Thomas,14260,AW00025259,40,40 - 49,Regular,2013-04-13,148,1,32,3,3,148,32,0.216216216216216
Ethan Thompson,8990,AW00019989,43,40 - 49,Regular,2013-08-01,144,2,4495,2,2,168,2247,26.7559523809524
Ethan Walker,7069,AW00018068,73,50 and Above,Regular,2013-10-31,142,1,2440,2,2,142,2440,17.1830985915493
Ethan White,11022,AW00022021,42,40 - 49,Regular,2013-11-02,141,1,24,3,3,141,24,0.170212765957447
Ethan Williams,13310,AW00024309,45,40 - 49,Regular,2013-12-05,140,2,4793,2,2,165,2396,29.0484848484848
